rho,logF,log2n,n,m,delta,eta,feasible,t,achieved_bits,floor_bits,proof_size_bits,proof_size_kb,mca_bound,list_bound,note
1/2,31.0,24,16777216,1,0.45016859322033903,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.450169). No finite t helps.
1/2,31.0,24,16777216,1,0.4584736610169492,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.458474). No finite t helps.
1/2,31.0,24,16777216,1,0.4667787288135593,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.466779). No finite t helps.
1/2,31.0,24,16777216,1,0.47508379661016953,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.475084). No finite t helps.
1/2,31.0,24,16777216,1,0.4833888644067797,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.483389). No finite t helps.
1/2,31.0,24,16777216,1,0.49169393220338986,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.491694). No finite t helps.
1/2,31.0,24,16777216,1,0.499999,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.499999). No finite t helps.
1/2,64.0,20,1048576,1,0.01,0.2828932188134524,False,,41.818928406469894,41.818928406469894,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.82 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.010000). No finite t helps.
1/2,64.0,20,1048576,1,0.018305067796610168,0.27458815101684225,False,,41.78531012283353,41.78531012283353,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.79 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.018305). No finite t helps.
1/2,64.0,20,1048576,1,0.02661013559322034,0.2662830832202321,False,,41.75043272143528,41.75043272143528,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.75 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.026610). No finite t helps.
1/2,64.0,20,1048576,1,0.03491520338983051,0.2579780154236219,False,,41.71421332153825,41.71421332153825,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.71 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.034915). No finite t helps.
1/2,64.0,20,1048576,1,0.04322027118644068,0.24967294762701175,False,,41.67656084102439,41.67656084102439,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.68 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.043220). No finite t helps.
1/2,64.0,20,1048576,1,0.051525338983050846,0.2413678798304016,False,,41.63737488446439,41.63737488446439,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.64 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.051525). No finite t helps.
1/2,64.0,20,1048576,1,0.05983040677966102,0.23306281203379142,False,,41.596544436369975,41.596544436369975,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.60 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.059830). No finite t helps.
1/2,64.0,20,1048576,1,0.06813547457627118,0.22475774423718126,False,,41.55394631718758,41.55394631718758,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.55 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.068135). No finite t helps.
1/2,64.0,20,1048576,1,0.07644054237288135,0.2164526764405711,False,,41.50944334839857,41.50944334839857,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.51 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.076441). No finite t helps.
1/2,64.0,20,1048576,1,0.08474561016949152,0.20814760864396092,False,,41.462882158390585,41.462882158390585,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.46 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.084746). No finite t helps.
1/2,64.0,20,1048576,1,0.09305067796610168,0.19984254084735076,False,,41.41409054127106,41.41409054127106,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.41 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.093051). No finite t helps.
1/2,64.0,20,1048576,1,0.10135574576271186,0.19153747305074056,False,,41.362874254673706,41.362874254673706,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.36 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.101356). No finite t helps.
1/2,64.0,20,1048576,1,0.10966081355932203,0.1832324052541304,False,,41.30901310721664,41.30901310721664,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.31 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.109661). No finite t helps.
1/2,64.0,20,1048576,1,0.1179658813559322,0.17492733745752023,False,,41.25225613772799,41.25225613772799,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.25 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.117966). No finite t helps.
1/2,64.0,20,1048576,1,0.1262709491525424,0.16662226966091004,False,,41.192315620899954,41.192315620899954,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.19 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.126271). No finite t helps.
1/2,64.0,20,1048576,1,0.13457601694915255,0.15831720186429987,False,,41.128859538944894,41.128859538944894,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.13 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.134576). No finite t helps.
1/2,64.0,20,1048576,1,0.14288108474576272,0.1500121340676897,False,,41.06150202268685,41.06150202268685,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 41.06 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.142881). No finite t helps.
1/2,64.0,20,1048576,1,0.1511861525423729,0.14170706627107954,False,,40.98979106724324,40.98979106724324,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 40.99 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.151186). No finite t helps.
1/2,64.0,20,1048576,1,0.15949122033898305,0.13340199847446937,False,,40.913192533187065,40.913192533187065,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 40.91 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.159491). No finite t helps.
1/2,64.0,20,1048576,1,0.16779628813559325,0.12509693067785918,False,,40.83106899817105,40.83106899817105,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 40.83 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.167796). No finite t helps.
1/2,64.0,20,1048576,1,0.17610135593220339,0.11679186288124904,False,,40.74265133243285,40.74265133243285,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 40.74 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.176101). No finite t helps.
1/2,64.0,20,1048576,1,0.18440642372881358,0.10848679508463885,False,,40.64699977080625,40.64699977080625,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 40.65 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.184406). No finite t helps.
1/2,64.0,20,1048576,1,0.19271149152542374,0.10018172728802868,False,,40.542949449487374,40.542949449487374,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 40.54 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.192711). No finite t helps.
1/2,64.0,20,1048576,1,0.2010165593220339,0.09187665949141852,False,,40.429032317666106,40.429032317666106,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 40.43 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.201017). No finite t helps.
1/2,64.0,20,1048576,1,0.20932162711864408,0.08357159169480835,False,,40.303361948148726,40.303361948148726,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 40.30 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.209322). No finite t helps.
1/2,64.0,20,1048576,1,0.21762669491525427,0.07526652389819816,False,,40.16345785222499,40.16345785222499,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 40.16 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.217627). No finite t helps.
1/2,64.0,20,1048576,1,0.2259317627118644,0.06696145610158802,False,,40.00596665053184,40.00596665053184,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 40.01 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.225932). No finite t helps.
1/2,64.0,20,1048576,1,0.2342368305084746,0.058656388304977825,False,,39.82619764699774,39.82619764699774,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 39.83 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.234237). No finite t helps.
1/2,64.0,20,1048576,1,0.24254189830508477,0.05035132050836766,False,,39.617301465046964,39.617301465046964,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 39.62 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.242542). No finite t helps.
1/2,64.0,20,1048576,1,0.25084696610169493,0.04204625271175749,False,,21.140600686584293,21.140600686584293,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 21.14 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.250847). No finite t helps.
1/2,64.0,20,1048576,1,0.2591520338983051,0.033741184915147326,False,,19.55327037497197,19.55327037497197,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 19.55 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.259152). No finite t helps.
1/2,64.0,20,1048576,1,0.26745710169491527,0.02543611711853716,False,,17.51511073086767,17.51511073086767,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 17.52 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.267457). No finite t helps.
1/2,64.0,20,1048576,1,0.27576216949152543,0.017131049321926994,False,,14.663786541884946,14.663786541884946,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 14.66 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.275762). No finite t helps.
1/2,64.0,20,1048576,1,0.2840672372881356,0.008825981525316828,False,,9.87986220516085,9.87986220516085,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 9.88 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.284067). No finite t helps.
1/2,64.0,20,1048576,1,0.29237230508474576,0.0005209137287066623,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.292372). No finite t helps.
1/2,64.0,20,1048576,1,0.300677372881356,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.300677). No finite t helps.
1/2,64.0,20,1048576,1,0.3089824406779661,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.308982). No finite t helps.
1/2,64.0,20,1048576,1,0.31728750847457626,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.317288). No finite t helps.
1/2,64.0,20,1048576,1,0.3255925762711865,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.325593). No finite t helps.
1/2,64.0,20,1048576,1,0.33389764406779665,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.333898). No finite t helps.
1/2,64.0,20,1048576,1,0.34220271186440676,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.342203). No finite t helps.
1/2,64.0,20,1048576,1,0.350507779661017,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.350508). No finite t helps.
1/2,64.0,20,1048576,1,0.35881284745762715,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.358813). No finite t helps.
1/2,64.0,20,1048576,1,0.3671179152542373,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.367118). No finite t helps.
1/2,64.0,20,1048576,1,0.3754229830508475,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.375423). No finite t helps.
1/2,64.0,20,1048576,1,0.38372805084745765,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.383728). No finite t helps.
1/2,64.0,20,1048576,1,0.3920331186440678,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.392033). No finite t helps.
1/2,64.0,20,1048576,1,0.40033818644067803,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.400338). No finite t helps.
1/2,64.0,20,1048576,1,0.40864325423728814,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.408643). No finite t helps.
1/2,64.0,20,1048576,1,0.4169483220338983,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.416948). No finite t helps.
1/2,64.0,20,1048576,1,0.42525338983050853,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.425253). No finite t helps.
1/2,64.0,20,1048576,1,0.43355845762711864,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.433558). No finite t helps.
1/2,64.0,20,1048576,1,0.4418635254237288,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.441864). No finite t helps.
1/2,64.0,20,1048576,1,0.45016859322033903,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.450169). No finite t helps.
1/2,64.0,20,1048576,1,0.4584736610169492,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.458474). No finite t helps.
1/2,64.0,20,1048576,1,0.4667787288135593,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.466779). No finite t helps.
1/2,64.0,20,1048576,1,0.47508379661016953,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.475084). No finite t helps.
1/2,64.0,20,1048576,1,0.4833888644067797,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.483389). No finite t helps.
