field,q,n,k,rho,domain,has_open_band,J,r_E,cap,UD,e,delta,delta_minus_J,delta_minus_rE,delta_minus_cap,max_list,max_family,johnson_const_bound,elias_volume_exp,elias_volume_pred
GF(73),73,24,3,0.125,random_domain,True,0.6464,0.7876,0.875,0.4583,19,0.791667,0.14522,0.004081,-0.083333,13,random,,0.0334,31.1486
GF(73),73,24,3,0.125,random_domain,True,0.6464,0.7876,0.875,0.4583,20,0.833333,0.186887,0.045747,-0.041667,149,deephole,,0.06067,516.535
GF(73),73,24,3,0.125,random_domain,True,0.6464,0.7876,0.875,0.4583,21,0.875,0.228553,0.087414,0.0,2024,deephole,,0.085,6328.5353
GF(73),73,24,3,0.125,random_domain,True,0.6464,0.7876,0.875,0.4583,22,0.916667,0.27022,0.129081,0.041667,17487,nearcw,,0.10557,52631.4931
GF(73),73,24,3,0.125,random_domain,True,0.6464,0.7876,0.875,0.4583,23,0.958333,0.311887,0.170747,0.083333,109772,deephole,,0.12062,247854.5684
GF(29),29,7,4,0.5714,smooth,False,0.2441,0.2317,0.4286,0.2857,1,0.142857,-0.101214,-0.088863,-0.285714,1,random,8.645,-0.16541,0.0203
GF(29),29,7,4,0.5714,smooth,False,0.2441,0.2317,0.4286,0.2857,2,0.285714,0.041643,0.053994,-0.142857,3,nearcw,,0.03184,2.1179
GF(29),29,7,4,0.5714,smooth,False,0.2441,0.2317,0.4286,0.2857,3,0.428571,0.1845,0.196851,-0.0,35,deephole,,0.19834,107.2414
GF(29),29,7,4,0.5714,smooth,False,0.2441,0.2317,0.4286,0.2857,4,0.571429,0.327358,0.339708,0.142857,936,random,,0.33971,3002.7604
GF(29),29,7,4,0.5714,smooth,False,0.2441,0.2317,0.4286,0.2857,5,0.714286,0.470215,0.482565,0.285714,15736,deephole,,0.45594,46491.3792
GF(29),29,7,4,0.5714,random_domain,False,0.2441,0.2317,0.4286,0.2857,1,0.142857,-0.101214,-0.088863,-0.285714,1,random,8.645,-0.16541,0.0203
GF(29),29,7,4,0.5714,random_domain,False,0.2441,0.2317,0.4286,0.2857,2,0.285714,0.041643,0.053994,-0.142857,3,random,,0.03184,2.1179
GF(29),29,7,4,0.5714,random_domain,False,0.2441,0.2317,0.4286,0.2857,3,0.428571,0.1845,0.196851,-0.0,35,deephole,,0.19834,107.2414
GF(29),29,7,4,0.5714,random_domain,False,0.2441,0.2317,0.4286,0.2857,4,0.571429,0.327358,0.339708,0.142857,936,random,,0.33971,3002.7604
GF(29),29,7,4,0.5714,random_domain,False,0.2441,0.2317,0.4286,0.2857,5,0.714286,0.470215,0.482565,0.285714,15736,deephole,,0.45594,46491.3792
GF(29),29,14,4,0.2857,smooth,False,0.4655,0.5396,0.7143,0.3929,4,0.285714,-0.179763,-0.253878,-0.428571,1,nearcw,9.735,-0.25388,0.0
GF(29),29,14,4,0.2857,smooth,False,0.4655,0.5396,0.7143,0.3929,5,0.357143,-0.108335,-0.18245,-0.357143,1,nearcw,16.154,-0.16731,0.0004
GF(29),29,14,4,0.2857,smooth,False,0.4655,0.5396,0.7143,0.3929,6,0.428571,-0.036906,-0.111021,-0.285714,1,nearcw,47.418,-0.08737,0.0163
GF(29),29,14,4,0.2857,smooth,False,0.4655,0.5396,0.7143,0.3929,7,0.5,0.034522,-0.039593,-0.214286,2,kambire,,-0.01365,0.5255
GF(29),29,14,4,0.2857,smooth,False,0.4655,0.5396,0.7143,0.3929,8,0.571429,0.105951,0.031836,-0.142857,14,deephole,,0.05399,12.7482
GF(29),29,14,4,0.2857,smooth,False,0.4655,0.5396,0.7143,0.3929,9,0.642857,0.17738,0.103265,-0.071429,70,deephole,,0.11543,230.7821
GF(29),29,14,4,0.2857,smooth,False,0.4655,0.5396,0.7143,0.3929,10,0.714286,0.248808,0.174693,0.0,1001,deephole,,0.17023,3055.9966
GF(29),29,14,4,0.2857,smooth,False,0.4655,0.5396,0.7143,0.3929,11,0.785714,0.320237,0.246122,0.071429,8288,nearcw,,0.21754,28435.9384
GF(29),29,14,4,0.2857,smooth,False,0.4655,0.5396,0.7143,0.3929,12,0.857143,0.391665,0.31755,0.142857,58422,deephole,,0.25572,171978.4192
GF(29),29,14,4,0.2857,random_domain,False,0.4655,0.5396,0.7143,0.3929,4,0.285714,-0.179763,-0.253878,-0.428571,1,nearcw,9.735,-0.25388,0.0
GF(29),29,14,4,0.2857,random_domain,False,0.4655,0.5396,0.7143,0.3929,5,0.357143,-0.108335,-0.18245,-0.357143,1,nearcw,16.154,-0.16731,0.0004
GF(29),29,14,4,0.2857,random_domain,False,0.4655,0.5396,0.7143,0.3929,6,0.428571,-0.036906,-0.111021,-0.285714,1,nearcw,47.418,-0.08737,0.0163
GF(29),29,14,4,0.2857,random_domain,False,0.4655,0.5396,0.7143,0.3929,7,0.5,0.034522,-0.039593,-0.214286,2,nearcw,,-0.01365,0.5255
GF(29),29,14,4,0.2857,random_domain,False,0.4655,0.5396,0.7143,0.3929,8,0.571429,0.105951,0.031836,-0.142857,8,nearcw,,0.05399,12.7482
GF(29),29,14,4,0.2857,random_domain,False,0.4655,0.5396,0.7143,0.3929,9,0.642857,0.17738,0.103265,-0.071429,69,deephole,,0.11543,230.7821
GF(29),29,14,4,0.2857,random_domain,False,0.4655,0.5396,0.7143,0.3929,10,0.714286,0.248808,0.174693,0.0,1001,deephole,,0.17023,3055.9966
GF(29),29,14,4,0.2857,random_domain,False,0.4655,0.5396,0.7143,0.3929,11,0.785714,0.320237,0.246122,0.071429,8296,nearcw,,0.21754,28435.9384
GF(29),29,14,4,0.2857,random_domain,False,0.4655,0.5396,0.7143,0.3929,12,0.857143,0.391665,0.31755,0.142857,58422,deephole,,0.25572,171978.4192
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,10,0.416667,-0.22978,-0.376257,-0.458333,1,nearcw,17.408,-0.31081,0.0
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,11,0.458333,-0.188113,-0.33459,-0.416667,2,maxcluster,21.264,-0.26695,0.0
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,12,0.5,-0.146447,-0.292924,-0.375,2,kambire,27.314,-0.22462,0.0
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,13,0.541667,-0.10478,-0.251257,-0.333333,2,kambire,38.175,-0.1838,0.0
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,14,0.583333,-0.063113,-0.20959,-0.291667,2,kambire,63.378,-0.14452,0.0
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,15,0.625,-0.021447,-0.167924,-0.25,2,kambire,186.51,-0.1068,0.0
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,16,0.666667,0.02022,-0.126257,-0.208333,3,kambire,,-0.07071,0.0004
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,17,0.708333,0.061887,-0.08459,-0.166667,3,kambire,,-0.03632,0.0185
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,18,0.75,0.103553,-0.042924,-0.125,4,kambire,,-0.00378,0.6606
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,19,0.791667,0.14522,-0.001257,-0.083333,10,random,,0.02674,18.8299
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,20,0.833333,0.186887,0.04041,-0.041667,362,kambire,,0.05494,416.34
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,21,0.875,0.228553,0.082076,0.0,2024,deephole,,0.08038,6801.2748
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,22,0.916667,0.27022,0.123743,0.041667,24554,kambire,,0.10229,75417.397
GF(97),97,24,3,0.125,smooth,True,0.6464,0.7929,0.875,0.4583,23,0.958333,0.311887,0.16541,0.083333,201068,deephole,,0.11902,473545.2809
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,10,0.416667,-0.22978,-0.376257,-0.458333,1,nearcw,17.408,-0.31081,0.0
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,11,0.458333,-0.188113,-0.33459,-0.416667,1,nearcw,21.264,-0.26695,0.0
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,12,0.5,-0.146447,-0.292924,-0.375,2,maxcluster,27.314,-0.22462,0.0
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,13,0.541667,-0.10478,-0.251257,-0.333333,2,maxcluster,38.175,-0.1838,0.0
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,14,0.583333,-0.063113,-0.20959,-0.291667,2,maxcluster,63.378,-0.14452,0.0
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,15,0.625,-0.021447,-0.167924,-0.25,2,maxcluster,186.51,-0.1068,0.0
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,16,0.666667,0.02022,-0.126257,-0.208333,2,maxcluster,,-0.07071,0.0004
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,17,0.708333,0.061887,-0.08459,-0.166667,2,maxcluster,,-0.03632,0.0185
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,18,0.75,0.103553,-0.042924,-0.125,2,nearcw,,-0.00378,0.6606
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,19,0.791667,0.14522,-0.001257,-0.083333,10,nearcw,,0.02674,18.8299
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,20,0.833333,0.186887,0.04041,-0.041667,108,kambire,,0.05494,416.34
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,21,0.875,0.228553,0.082076,0.0,2024,deephole,,0.08038,6801.2748
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,22,0.916667,0.27022,0.123743,0.041667,24068,nearcw,,0.10229,75417.397
GF(97),97,24,3,0.125,random_domain,True,0.6464,0.7929,0.875,0.4583,23,0.958333,0.311887,0.16541,0.083333,201068,deephole,,0.11902,473545.2809
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,11,0.392857,-0.229178,-0.34398,-0.464286,1,nearcw,15.272,-0.2694,0.0
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,12,0.428571,-0.193464,-0.308266,-0.428571,1,nearcw,18.091,-0.23023,0.0
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,13,0.464286,-0.15775,-0.272552,-0.392857,1,nearcw,22.187,-0.19261,0.0
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,14,0.5,-0.122036,-0.236838,-0.357143,2,kambire,28.68,-0.15651,0.0
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,15,0.535714,-0.086321,-0.201123,-0.321429,2,kambire,40.546,-0.12192,0.0
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,16,0.571429,-0.050607,-0.165409,-0.285714,2,kambire,69.16,-0.08886,0.0002
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,17,0.607143,-0.014893,-0.129695,-0.25,2,kambire,235.015,-0.05735,0.0045
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,18,0.642857,0.020822,-0.09398,-0.214286,2,kambire,,-0.02743,0.0753
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,19,0.678571,0.056536,-0.058266,-0.178571,2,kambire,,0.00084,1.0824
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,20,0.714286,0.09225,-0.022552,-0.142857,9,random,,0.02737,13.2043
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,21,0.75,0.127964,0.013162,-0.107143,39,nearcw,,0.05204,135.1762
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,22,0.785714,0.163679,0.048877,-0.071429,462,deephole,,0.07469,1143.2551
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,23,0.821429,0.199393,0.084591,-0.035714,3388,deephole,,0.09507,7814.7916
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,24,0.857143,0.235107,0.120305,-0.0,20475,deephole,,0.11286,41817.2928
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,25,0.892857,0.270822,0.15602,0.035714,55463,nearcw,,0.12753,166709.2626
GF(29),29,28,4,0.1429,smooth,True,0.622,0.7368,0.8571,0.4464,26,0.928571,0.306536,0.191734,0.071429,189315,deephole,,0.13817,454584.5846
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,11,0.392857,-0.229178,-0.34398,-0.464286,1,nearcw,15.272,-0.2694,0.0
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,12,0.428571,-0.193464,-0.308266,-0.428571,1,nearcw,18.091,-0.23023,0.0
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,13,0.464286,-0.15775,-0.272552,-0.392857,1,nearcw,22.187,-0.19261,0.0
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,14,0.5,-0.122036,-0.236838,-0.357143,2,kambire,28.68,-0.15651,0.0
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,15,0.535714,-0.086321,-0.201123,-0.321429,2,kambire,40.546,-0.12192,0.0
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,16,0.571429,-0.050607,-0.165409,-0.285714,2,kambire,69.16,-0.08886,0.0002
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,17,0.607143,-0.014893,-0.129695,-0.25,2,kambire,235.015,-0.05735,0.0045
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,18,0.642857,0.020822,-0.09398,-0.214286,2,kambire,,-0.02743,0.0753
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,19,0.678571,0.056536,-0.058266,-0.178571,2,kambire,,0.00084,1.0824
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,20,0.714286,0.09225,-0.022552,-0.142857,7,random,,0.02737,13.2043
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,21,0.75,0.127964,0.013162,-0.107143,38,random,,0.05204,135.1762
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,22,0.785714,0.163679,0.048877,-0.071429,462,deephole,,0.07469,1143.2551
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,23,0.821429,0.199393,0.084591,-0.035714,3388,deephole,,0.09507,7814.7916
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,24,0.857143,0.235107,0.120305,-0.0,20475,deephole,,0.11286,41817.2928
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,25,0.892857,0.270822,0.15602,0.035714,55478,nearcw,,0.12753,166709.2626
GF(29),29,28,4,0.1429,random_domain,True,0.622,0.7368,0.8571,0.4464,26,0.928571,0.306536,0.191734,0.071429,189315,deephole,,0.13817,454584.5846
GF(31),31,15,4,0.2667,smooth,False,0.4836,0.567,0.7333,0.4,5,0.333333,-0.150269,-0.233671,-0.4,1,nearcw,12.478,-0.21783,0.0
GF(31),31,15,4,0.2667,smooth,False,0.4836,0.567,0.7333,0.4,6,0.4,-0.083602,-0.167004,-0.333333,1,nearcw,22.428,-0.14117,0.0007
GF(31),31,15,4,0.2667,smooth,False,0.4836,0.567,0.7333,0.4,7,0.466667,-0.016936,-0.100338,-0.266667,2,maxcluster,110.714,-0.06992,0.0273
GF(31),31,15,4,0.2667,smooth,False,0.4836,0.567,0.7333,0.4,8,0.533333,0.049731,-0.033671,-0.2,2,nearcw,,-0.00389,0.8184
GF(31),31,15,4,0.2667,smooth,False,0.4836,0.567,0.7333,0.4,9,0.6,0.116398,0.032996,-0.133333,10,deephole,,0.05692,18.7669
GF(31),31,15,4,0.2667,smooth,False,0.4836,0.567,0.7333,0.4,10,0.666667,0.183064,0.099662,-0.066667,93,deephole,,0.11232,325.6513
GF(31),31,15,4,0.2667,smooth,False,0.4836,0.567,0.7333,0.4,11,0.733333,0.249731,0.166329,-0.0,1365,deephole,,0.16187,4179.8871
GF(31),31,15,4,0.2667,smooth,False,0.4836,0.567,0.7333,0.4,12,0.8,0.316398,0.232996,0.066667,11108,nearcw,,0.20475,38045.7889
GF(31),31,15,4,0.2667,smooth,False,0.4836,0.567,0.7333,0.4,13,0.866667,0.383064,0.299662,0.133333,76790,deephole,,0.23941,226799.9705
GF(31),31,15,4,0.2667,random_domain,False,0.4836,0.567,0.7333,0.4,5,0.333333,-0.150269,-0.233671,-0.4,1,nearcw,12.478,-0.21783,0.0
GF(31),31,15,4,0.2667,random_domain,False,0.4836,0.567,0.7333,0.4,6,0.4,-0.083602,-0.167004,-0.333333,1,nearcw,22.428,-0.14117,0.0007
GF(31),31,15,4,0.2667,random_domain,False,0.4836,0.567,0.7333,0.4,7,0.466667,-0.016936,-0.100338,-0.266667,1,nearcw,110.714,-0.06992,0.0273
GF(31),31,15,4,0.2667,random_domain,False,0.4836,0.567,0.7333,0.4,8,0.533333,0.049731,-0.033671,-0.2,2,nearcw,,-0.00389,0.8184
GF(31),31,15,4,0.2667,random_domain,False,0.4836,0.567,0.7333,0.4,9,0.6,0.116398,0.032996,-0.133333,9,random,,0.05692,18.7669
GF(31),31,15,4,0.2667,random_domain,False,0.4836,0.567,0.7333,0.4,10,0.666667,0.183064,0.099662,-0.066667,96,deephole,,0.11232,325.6513
GF(31),31,15,4,0.2667,random_domain,False,0.4836,0.567,0.7333,0.4,11,0.733333,0.249731,0.166329,-0.0,1365,deephole,,0.16187,4179.8871
GF(31),31,15,4,0.2667,random_domain,False,0.4836,0.567,0.7333,0.4,12,0.8,0.316398,0.232996,0.066667,11126,nearcw,,0.20475,38045.7889
GF(31),31,15,4,0.2667,random_domain,False,0.4836,0.567,0.7333,0.4,13,0.866667,0.383064,0.299662,0.133333,76790,deephole,,0.23941,226799.9705
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,10,0.4,-0.25359,-0.400754,-0.48,1,nearcw,16.431,-0.33503,0.0
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,11,0.44,-0.21359,-0.360754,-0.44,1,nearcw,19.508,-0.29232,0.0
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,12,0.48,-0.17359,-0.320754,-0.4,2,maxcluster,24.003,-0.25102,0.0
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,13,0.52,-0.13359,-0.280754,-0.36,2,maxcluster,31.19,-0.2111,0.0
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,14,0.56,-0.09359,-0.240754,-0.32,2,maxcluster,44.521,-0.17258,0.0
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,15,0.6,-0.05359,-0.200754,-0.28,2,maxcluster,77.751,-0.13547,0.0
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,16,0.64,-0.01359,-0.160754,-0.24,2,maxcluster,306.602,-0.0998,0.0
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,17,0.68,0.02641,-0.120754,-0.2,2,maxcluster,,-0.06564,0.0005
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,18,0.72,0.06641,-0.080754,-0.16,2,maxcluster,,-0.03307,0.022
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,19,0.76,0.10641,-0.040754,-0.12,2,nearcw,,-0.00223,0.773
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,20,0.8,0.14641,-0.000754,-0.08,10,nearcw,,0.0267,21.7761
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,21,0.84,0.18641,0.039246,-0.04,127,random,,0.05346,477.073
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,22,0.88,0.22641,0.079246,0.0,2300,deephole,,0.07761,7740.4686
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,23,0.92,0.26641,0.119246,0.04,27101,nearcw,,0.09842,85433.8099
GF(101),101,25,3,0.12,smooth,True,0.6536,0.8008,0.88,0.46,24,0.96,0.30641,0.159246,0.08,227025,deephole,,0.11432,535007.897
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,10,0.4,-0.25359,-0.400754,-0.48,1,nearcw,16.431,-0.33503,0.0
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,11,0.44,-0.21359,-0.360754,-0.44,1,nearcw,19.508,-0.29232,0.0
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,12,0.48,-0.17359,-0.320754,-0.4,2,maxcluster,24.003,-0.25102,0.0
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,13,0.52,-0.13359,-0.280754,-0.36,2,maxcluster,31.19,-0.2111,0.0
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,14,0.56,-0.09359,-0.240754,-0.32,2,maxcluster,44.521,-0.17258,0.0
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,15,0.6,-0.05359,-0.200754,-0.28,2,maxcluster,77.751,-0.13547,0.0
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,16,0.64,-0.01359,-0.160754,-0.24,2,maxcluster,306.602,-0.0998,0.0
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,17,0.68,0.02641,-0.120754,-0.2,2,maxcluster,,-0.06564,0.0005
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,18,0.72,0.06641,-0.080754,-0.16,2,maxcluster,,-0.03307,0.022
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,19,0.76,0.10641,-0.040754,-0.12,2,nearcw,,-0.00223,0.773
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,20,0.8,0.14641,-0.000754,-0.08,11,random,,0.0267,21.7761
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,21,0.84,0.18641,0.039246,-0.04,125,random,,0.05346,477.073
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,22,0.88,0.22641,0.079246,0.0,2300,deephole,,0.07761,7740.4686
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,23,0.92,0.26641,0.119246,0.04,27092,nearcw,,0.09842,85433.8099
GF(101),101,25,3,0.12,random_domain,True,0.6536,0.8008,0.88,0.46,24,0.96,0.30641,0.159246,0.08,227025,deephole,,0.11432,535007.897
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,12,0.4,-0.234852,-0.35359,-0.466667,1,nearcw,15.968,-0.2745,0.0
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,13,0.433333,-0.201518,-0.320257,-0.433333,1,nearcw,18.609,-0.23822,0.0
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,14,0.466667,-0.168185,-0.286924,-0.4,2,maxcluster,22.297,-0.20325,0.0
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,15,0.5,-0.134852,-0.25359,-0.366667,2,kambire,27.808,-0.16959,0.0
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,16,0.533333,-0.101518,-0.220257,-0.333333,2,kambire,36.939,-0.13722,0.0
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,17,0.566667,-0.068185,-0.186924,-0.3,2,kambire,54.997,-0.10616,0.0
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,18,0.6,-0.034852,-0.15359,-0.266667,2,kambire,107.599,-0.07641,0.0004
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,19,0.633333,-0.001518,-0.120257,-0.233333,2,kambire,2469.876,-0.04801,0.0071
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,20,0.666667,0.031815,-0.086924,-0.2,3,kambire,,-0.02101,0.1148
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,21,0.7,0.065148,-0.05359,-0.166667,3,kambire,,0.00454,1.5959
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,22,0.733333,0.098482,-0.020257,-0.133333,30,kambire,,0.02854,18.9183
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,23,0.766667,0.131815,0.013076,-0.1,60,kambire,,0.05088,189.0584
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,24,0.8,0.165148,0.04641,-0.066667,630,deephole,,0.07141,1567.3515
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,25,0.833333,0.198482,0.079743,-0.033333,4596,deephole,,0.08992,10541.799
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,26,0.866667,0.231815,0.113076,0.0,27405,deephole,,0.10607,55697.9501
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,27,0.9,0.265148,0.14641,0.033333,72460,nearcw,,0.11941,219949.0461
GF(31),31,30,4,0.1333,smooth,True,0.6349,0.7536,0.8667,0.45,28,0.933333,0.298482,0.179743,0.066667,248530,deephole,,0.12908,595859.4963
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,12,0.4,-0.234852,-0.35359,-0.466667,1,nearcw,15.968,-0.2745,0.0
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,13,0.433333,-0.201518,-0.320257,-0.433333,1,nearcw,18.609,-0.23822,0.0
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,14,0.466667,-0.168185,-0.286924,-0.4,2,maxcluster,22.297,-0.20325,0.0
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,15,0.5,-0.134852,-0.25359,-0.366667,2,kambire,27.808,-0.16959,0.0
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,16,0.533333,-0.101518,-0.220257,-0.333333,2,kambire,36.939,-0.13722,0.0
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,17,0.566667,-0.068185,-0.186924,-0.3,2,kambire,54.997,-0.10616,0.0
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,18,0.6,-0.034852,-0.15359,-0.266667,2,kambire,107.599,-0.07641,0.0004
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,19,0.633333,-0.001518,-0.120257,-0.233333,2,kambire,2469.876,-0.04801,0.0071
